"path","line","declaration"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","56","public string excludes_active_choice_id =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/MonsterModifierSkillChoiceDefinition.cs","3","public sealed class MonsterModifierSkillChoiceDefinition : CsvDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/MonsterModifierSkillChoiceDefinition.cs","5","internal MonsterModifierSkillChoiceDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/MonsterModifierSkillChoiceDefinition.cs","11","public string choice_id => RequiredString(nameof(choice_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/MonsterModifierSkillChoiceDefinition.cs","13","public string monster_id => RequiredString(nameof(monster_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/MonsterModifierSkillChoiceDefinition.cs","15","public string active_skill_id => OptionalString(nameof(active_skill_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/MonsterModifierSkillChoiceDefinition.cs","17","public string passive_skill_id => OptionalString(nameof(passive_skill_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/MonsterModifierSkillChoiceDefinition.cs","19","public int? sort_order => OptionalInt(nameof(sort_order));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeParamDefinition.cs","3","public sealed class NodeParamDefinition : CsvDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeParamDefinition.cs","5","internal NodeParamDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeParamDefinition.cs","11","public string node_type_id => RequiredString(nameof(node_type_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeParamDefinition.cs","13","public int? param_order => OptionalInt(nameof(param_order));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeParamDefinition.cs","15","public string param_key => RequiredString(nameof(param_key));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeParamDefinition.cs","17","public string value_type => RequiredString(nameof(value_type));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeParamDefinition.cs","19","public bool? required => OptionalBool(nameof(required));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeParamDefinition.cs","21","public string allowed_values => OptionalString(nameof(allowed_values));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeTypeDefinition.cs","3","public sealed class NodeTypeDefinition : CsvDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeTypeDefinition.cs","5","internal NodeTypeDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeTypeDefinition.cs","11","public string node_type_id => RequiredString(nameof(node_type_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeTypeDefinition.cs","13","public string handler_id => RequiredString(nameof(handler_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeTypeDefinition.cs","15","public string node_kind => RequiredString(nameof(node_kind));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeTypeDefinition.cs","17","public string runtime_support_state => OptionalString(nameof(runtime_support_state));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeTypeDefinition.cs","19","public string runtime_support_notes => OptionalString(nameof(runtime_support_notes));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/SkillChoiceDefinition.cs","3","public sealed class SkillChoiceDefinition : CsvDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/SkillChoiceDefinition.cs","5","internal SkillChoiceDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/SkillChoiceDefinition.cs","17","public string choice_id => RequiredString(nameof(choice_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/SkillChoiceDefinition.cs","19","public string skill_id => RequiredString(nameof(skill_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/SkillChoiceDefinition.cs","21","public string monster_id => RequiredString(nameof(monster_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/SkillChoiceDefinition.cs","23","public string target_skill_id => OptionalString(nameof(target_skill_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/SkillChoiceDefinition.cs","25","public string choice_group => RequiredString(nameof(choice_group));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/SkillChoiceDefinition.cs","27","public int? sort_order => OptionalInt(nameof(sort_order));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/SkillChoiceDefinition.cs","29","public string title => RequiredString(nameof(title));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/SkillChoiceDefinition.cs","31","public string description_text => RequiredString(nameof(description_text));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","8","public abstract class CsvDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","13","internal CsvDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","24","public string SourcePath { get; }"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","26","public int SourceRecordNumber { get; }"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","28","public bool HasSchemaRow { get; }"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","30","public IReadOnlyDictionary<string, string> Schema => schema;"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","32","public IReadOnlyDictionary<string, object> Columns => columns;"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","34","protected string RequiredString(string columnName)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","46","protected void ValidateRequired(params string[] columnNames)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","54","protected string OptionalString(string columnName)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","64","protected int? OptionalInt(string columnName)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","74","protected float? OptionalFloat(string columnName)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","84","protected bool? OptionalBool(string columnName)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","95","internal sealed class CsvDefinitionData"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","97","internal CsvDefinitionData("
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","111","public string SourcePath { get; }"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","113","public int SourceRecordNumber { get; }"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","115","public bool HasSchemaRow { get; }"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","117","public IReadOnlyDictionary<string, string> Schema { get; }"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","119","public IReadOnlyDictionary<string, object> Columns { get; }"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/AreaAttackDefinition.cs","3","public sealed class AreaAttackDefinition : SkillDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/AreaAttackDefinition.cs","5","internal AreaAttackDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/BuffDefinition.cs","3","public sealed class BuffDefinition : SkillDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/BuffDefinition.cs","5","internal BuffDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/HealDefinition.cs","3","public sealed class HealDefinition : SkillDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/HealDefinition.cs","5","internal HealDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/LineAttackDefinition.cs","3","public sealed class LineAttackDefinition : SkillDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/LineAttackDefinition.cs","5","internal LineAttackDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/PassiveDefinition.cs","3","public sealed class PassiveDefinition : SkillDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/PassiveDefinition.cs","5","internal PassiveDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/PassiveDefinition.cs","10","public string modifier_kind => OptionalString(nameof(modifier_kind));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/PassiveDefinition.cs","12","public float? modifier_value => OptionalFloat(nameof(modifier_value));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","3","public sealed class ProjectileDefinition : SkillDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","5","internal ProjectileDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","10","public int? magazine_capacity => OptionalInt(nameof(magazine_capacity));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","12","public float? reload_seconds => OptionalFloat(nameof(reload_seconds));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","14","public float? shot_interval_seconds => OptionalFloat(nameof(shot_interval_seconds));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","16","public int? projectile_burst_count => OptionalInt(nameof(projectile_burst_count));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","18","public float? projectile_speed => OptionalFloat(nameof(projectile_speed));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","20","public int? pierce_count => OptionalInt(nameof(pierce_count));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","22","public bool? critical_allowed => OptionalBool(nameof(critical_allowed));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","24","public string target_selection => OptionalString(nameof(target_selection));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","26","public string runtime_visual_sprite_path => OptionalString(nameof(runtime_visual_sprite_path));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","28","public string runtime_impact_visual_sprite_path =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ShieldDefinition.cs","3","public sealed class ShieldDefinition : SkillDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ShieldDefinition.cs","5","internal ShieldDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SingleAttackDefinition.cs","3","public sealed class SingleAttackDefinition : SkillDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SingleAttackDefinition.cs","5","internal SingleAttackDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","3","public abstract class SkillDefinition : CsvDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","5","internal SkillDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","11","public string skill_id => RequiredString(nameof(skill_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","13","public string monster_id => OptionalString(nameof(monster_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","15","public string skill_kind => OptionalString(nameof(skill_kind));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","17","public string slot => OptionalString(nameof(slot));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","19","public string display_name => OptionalString(nameof(display_name));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","21","public string runtime_kind => OptionalString(nameof(runtime_kind));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","23","public string description_text => OptionalString(nameof(description_text));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","25","public string summary => OptionalString(nameof(summary));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","27","public string attribute => OptionalString(nameof(attribute));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","29","public float? base_damage => OptionalFloat(nameof(base_damage));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","31","public float? attack_power_coefficient => OptionalFloat(nameof(attack_power_coefficient));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","33","public float? spell_power_coefficient => OptionalFloat(nameof(spell_power_coefficient));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","35","public float? cooldown_seconds => OptionalFloat(nameof(cooldown_seconds));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","37","public string status_effect_id => OptionalString(nameof(status_effect_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","3","public sealed class SkillTriggerDefinition : CsvDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","5","internal SkillTriggerDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","15","public string trigger_id => RequiredString(nameof(trigger_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","17","public string monster_id => OptionalString(nameof(monster_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","19","public string source_skill_id => RequiredString(nameof(source_skill_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","21","public string trigger_event => RequiredString(nameof(trigger_event));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","23","public string triggered_skill_id => OptionalString(nameof(triggered_skill_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","25","public string runtime_kind => RequiredString(nameof(runtime_kind));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","27","public int? sort_order => OptionalInt(nameof(sort_order));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","29","public string target_side => OptionalString(nameof(target_side));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","31","public string target_selection => OptionalString(nameof(target_selection));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","33","public string target_shape => OptionalString(nameof(target_shape));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","35","public string center_mode => OptionalString(nameof(center_mode));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","37","public float? proc_chance => OptionalFloat(nameof(proc_chance));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","39","public string trigger_action => OptionalString(nameof(trigger_action));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","41","public float? internal_cooldown_seconds =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","3","public sealed class StageDayDefinition : StageDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","5","internal StageDayDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","15","public int? stage => OptionalInt(nameof(stage));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","17","public int? day => OptionalInt(nameof(day));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","19","public string day_key => RequiredString(nameof(day_key));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","21","public string combat_type => RequiredString(nameof(combat_type));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","23","public string encounter_id => RequiredString(nameof(encounter_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","25","public string reward_rule_id => RequiredString(nameof(reward_rule_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","27","public float? elite_option_chance => OptionalFloat(nameof(elite_option_chance));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","29","public bool? shop_option_enabled => OptionalBool(nameof(shop_option_enabled));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","31","public bool? event_roll_enabled => OptionalBool(nameof(event_roll_enabled));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","33","public string notes => OptionalString(nameof(notes));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDefinition.cs","3","public abstract class StageDefinition : CsvDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDefinition.cs","5","internal StageDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","3","public sealed class StageEncounterDefinition : StageDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","5","internal StageEncounterDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","11","public string encounter_id => RequiredString(nameof(encounter_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","13","public int? spawn_order => OptionalInt(nameof(spawn_order));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","15","public string enemy_id => RequiredString(nameof(enemy_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","17","public int? count => OptionalInt(nameof(count));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","19","public float? interval_sec => OptionalFloat(nameof(interval_sec));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","21","public float? spawn_x => OptionalFloat(nameof(spawn_x));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","23","public float? spawn_y_min => OptionalFloat(nameof(spawn_y_min));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","25","public float? spawn_y_max => OptionalFloat(nameof(spawn_y_max));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","27","public bool? is_boss_candidate => OptionalBool(nameof(is_boss_candidate));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","29","public bool? is_guaranteed_boss => OptionalBool(nameof(is_guaranteed_boss));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","31","public float? boss_health_multiplier_min =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","34","public float? boss_health_multiplier_max =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","37","public bool? guaranteed_prisoner => OptionalBool(nameof(guaranteed_prisoner));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","39","public string notes => OptionalString(nameof(notes));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","3","public sealed class StageRewardDefinition : StageDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","5","internal StageRewardDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","14","public string reward_rule_id => RequiredString(nameof(reward_rule_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","16","public string combat_type => RequiredString(nameof(combat_type));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","18","public int? stage => OptionalInt(nameof(stage));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","20","public int? gold => OptionalInt(nameof(gold));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","22","public int? dark_trace => OptionalInt(nameof(dark_trace));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","24","public float? prisoner_count_1_chance =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","27","public float? prisoner_count_2_chance =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","30","public float? prisoner_count_3_chance =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","33","public float? manifest_success_chance =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","36","public int? elite_bonus_prisoners => OptionalInt(nameof(elite_bonus_prisoners));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","38","public int? artifact_choice_count => OptionalInt(nameof(artifact_choice_count));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","40","public string guaranteed_prisoner_source =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","43","public string notes => OptionalString(nameof(notes));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","3","public sealed class StatusDefinition : CsvDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","5","internal StatusDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","15","public string status_effect_id => RequiredString(nameof(status_effect_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","17","public string status_effect_label => RequiredString(nameof(status_effect_label));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","19","public string effect_type => RequiredString(nameof(effect_type));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","21","public string attribute => RequiredString(nameof(attribute));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","23","public float? default_duration_seconds => OptionalFloat(nameof(default_duration_seconds));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","25","public bool? is_permanent => OptionalBool(nameof(is_permanent));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","27","public int? max_stacks => OptionalInt(nameof(max_stacks));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","29","public int? base_stack_amount => OptionalInt(nameof(base_stack_amount));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","31","public bool? can_move => OptionalBool(nameof(can_move));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","33","public bool? can_act => OptionalBool(nameof(can_act));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","35","public bool? can_use_special_skill => OptionalBool(nameof(can_use_special_skill));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","37","public float? action_speed_bonus_per_stack =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","40","public float? move_speed_bonus_per_stack =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","43","public float? attack_power_bonus_per_stack =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","46","public float? damage_taken_bonus_per_stack =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","49","public float? critical_damage_taken_bonus_per_stack =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","52","public float? critical_resistance_bonus_per_stack =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","55","public float? element_resist_reduction_per_stack =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","58","public float? element_damage_taken_bonus_per_stack =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","61","public string status_effect_prefab_path =>"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/CatalogMonsterDefinition.cs","3","public sealed class CatalogMonsterDefinition : CsvDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/CatalogMonsterDefinition.cs","5","internal CatalogMonsterDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/CatalogMonsterDefinition.cs","11","public string id => RequiredString(nameof(id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/CatalogMonsterDefinition.cs","13","public string monster_id => RequiredString(nameof(monster_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/CatalogMonsterDefinition.cs","15","public int? sort_order => OptionalInt(nameof(sort_order));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/EnemyDefinition.cs","3","public sealed class EnemyDefinition : UnitDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/EnemyDefinition.cs","5","internal EnemyDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/EnemyDefinition.cs","20","public string enemy_id => RequiredString(nameof(enemy_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/EnemyDefinition.cs","22","public string stage_id => RequiredString(nameof(stage_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/EnemyDefinition.cs","24","public int? sort_order => OptionalInt(nameof(sort_order));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/EnemyDefinition.cs","26","public string display_name => RequiredString(nameof(display_name));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/EnemyDefinition.cs","28","public string encounter_role => RequiredString(nameof(encounter_role));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/EnemyDefinition.cs","30","public string attack_type => RequiredString(nameof(attack_type));"
