"effect_id","skill_id","sort_order","effect_kind","target_side","target_selection","target_shape","center_mode","visual_anchor_mode","effect_timing","delay_seconds","enabled_by_default","requires_active_choice_id","excludes_active_choice_id","requires_passive_skill_id","excludes_passive_skill_id","apply_once","condition_status_id","condition_target_side","attribute","base_damage","attack_power_coefficient","spell_power_coefficient","damage_multiplier","radius","cover_all","active_duration_seconds","tick_interval_seconds","status_effect_id","status_chance","status_effect_label","status_effect_prefab_path","status_duration_seconds","status_max_stacks","status_stack_amount","status_target_scope","status_merge_policy","shield_amount_refresh_policy","status_action_speed_bonus","status_move_speed_bonus","status_attack_power_bonus","status_spell_power_bonus","status_damage_bonus_rate","status_shield_received_bonus","status_damage_taken_bonus","status_critical_damage_taken_bonus","status_critical_resistance_bonus","status_element_resist_reduction","status_element_damage_taken_bonus","skill_effect_prefab_path","runtime_support_state","runtime_support_notes","condition_skill_attribute","status_ailment_resistance_bonus","status_flat_element_resist_reduction","status_critical_chance_bonus","status_conditional_target_status_id","status_conditional_status_chance_bonus","status_applied_status_duration_bonus_status_id","status_applied_status_duration_bonus","status_outgoing_additional_damage_multiplier","status_outgoing_additional_damage_trigger_attribute","status_outgoing_additional_damage_attribute","condition_health_ratio_max","condition_hit_count_min","status_critical_damage_bonus","required_source_status_id","required_source_status_min_stacks","status_conditional_incoming_skill_runtime_kinds","status_conditional_outgoing_skill_runtime_kinds"
"vega-a-master2-transfer-mark","vega-a","90","Damage","Enemy","Nearest","Single","NearestEnemy","AppliedTargets","OnCast","0","false","vega-a-master-2","","","","false","","Enemy","Physical","0","0.5","0","1","0","false","","","name-mark","1","이름표식","","0","0","3","","","","0","0","0","0","0","0","0","0","0","0","0","Assets/Prefab/Skill/Vega/Vega_A_Master_2.prefab","RuntimeImplemented","Shared OnKill effect deals a small slash using attack coefficient 0.5 and transfers 3 Name Mark stacks to the nearest enemy.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","","",""
"vega-f-name-mark-damage-base","vega-f","10","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","true","","","","","false","name-mark","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Vega F Name Mark Damage","","0.5","1","1","","same_source_refresh","","0","0","0","0","0","0","0.10","0","0","0","0","","RuntimeImplemented","Vega-F passive: Name Mark targets take 10% more damage from all allies.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","",""
"vega-f-name-mark-damage-trait1","vega-f","11","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","vega-f-trait-1","","","","false","name-mark","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Vega F Name Mark Damage Trait 1","","0.5","1","1","","same_source_refresh","","0","0","0","0","0","0","0.05","0","0","0","0","","RuntimeImplemented","Vega-F trait 1 adds 5% more damage taken on Name Mark targets.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","",""
"vega-f-name-mark-resist-base","vega-f","20","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","true","","","","","false","name-mark:10","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Vega F Name Mark Physical Resist","","0.5","1","1","","same_source_refresh","","0","0","0","0","0","0","0","0","0","0","0","","RuntimeImplemented","Vega-F passive: Name Mark 10+ targets lose 8 Physical resistance.","","0","8","0","","0","","0","0","Physical","Physical","0","0","0","","0","",""
"vega-f-name-mark-resist-trait2","vega-f","21","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","vega-f-trait-2","","","","false","name-mark:10","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Vega F Name Mark Physical Resist Trait 2","","0.5","1","1","","same_source_refresh","","0","0","0","0","0","0","0","0","0","0","0","","RuntimeImplemented","Vega-F trait 2 adds 4 more Physical resistance reduction on Name Mark 10+ targets.","","0","4","0","","0","","0","0","Physical","Physical","0","0","0","","0","",""
"vega-g-silence-damage-base","vega-g","10","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","true","","","","","false","silence","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Vega G Silence Damage","","0.5","1","1","","same_source_refresh","","0","0","0","0","0","0","0.14","0","0","0","0","","RuntimeImplemented","Vega-G passive: Silence targets take 14% more damage from all allies.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","",""
"vega-g-silence-damage-trait1","vega-g","11","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","vega-g-trait-1","","","","false","silence","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Vega G Silence Damage Trait 1","","0.5","1","1","","same_source_refresh","","0","0","0","0","0","0","0.06","0","0","0","0","","RuntimeImplemented","Vega-G trait 1 adds 6% more damage taken on Silence targets.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","",""
"vega-g-silence-mark-crit-trait3","vega-g","20","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","vega-g-trait-3","","","","false","silence&name-mark","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Vega G Silence Mark Crit","","0.5","1","1","","same_source_refresh","","0","0","0","0","0","0","0","0","-0.10","0","0","","RuntimeImplemented","Vega-G trait 3 converts to target critical resistance -10% while Silence and Name Mark coexist.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","",""
"vega-b-g-mark-on-hit-effect","vega-b","90","Status","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","OnCast","0","false","","","","","false","","Enemy","Physical","0","0","0","1","0","false","","","name-mark","1","이름표식","","0","1","2","","same_source_refresh","","0","0","0","0","0","0","0","0","0","0","0","","RuntimeImplemented","Triggered effect for Vega-G passive: Vega-B hit adds 2 Name Mark stacks.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","",""
"vega-h-slaughter-action-base","vega-h","10","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","true","","","","","false","","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","Vega H Slaughter Action","","0.5","1","1","all_allies","same_source_refresh","","0.12","0","0","0","0","0","0","0","0","0","0","","RuntimeImplemented","Vega-H passive: while slaughter-permit is active, all allies gain action speed +12%.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","slaughter-permit","1","",""
"vega-h-slaughter-action-trait1","vega-h","11","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","false","vega-h-trait-1","","","","false","","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","Vega H Slaughter Action Trait 1","","0.5","1","1","all_allies","same_source_refresh","","0.06","0","0","0","0","0","0","0","0","0","0","","RuntimeImplemented","Vega-H trait 1 adds action speed +6% during slaughter-permit.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","slaughter-permit","1","",""
"vega-h-slaughter-attack-trait2","vega-h","20","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","false","vega-h-trait-2","","","","false","","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","Vega H Slaughter Attack Trait 2","","0.5","1","1","all_allies","same_source_refresh","","0","0","0.08","0","0","0","0","0","0","0","0","","RuntimeImplemented","Vega-H trait 2 adds attack power +8% during slaughter-permit.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","slaughter-permit","1","",""
"vega-h-slaughter-mark-damage-trait3","vega-h","30","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","vega-h-trait-3","","","","false","name-mark","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Vega H Slaughter Mark Damage Trait 3","","0.5","1","1","","same_source_refresh","","0","0","0","0","0","0","0.10","0","0","0","0","","RuntimeImplemented","Vega-H trait 3: while slaughter-permit is active, Name Mark targets take 10% more damage from all allies.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","slaughter-permit","1","",""
"vega-d-i-area-vulnerability-base","vega-d","90","Status","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","OnCast","0","false","","","","","false","","Enemy","Physical","0","0","0","1","0","false","","","passive-buff","1","Vega I Area Vulnerability","","4","1","1","","same_source_refresh","","0","0","0","0","0","0","0.15","0","0","0","0","","RuntimeImplemented","Triggered effect for Vega-I passive: Vega-D hit targets take 15% more incoming area damage for 4s.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","Area",""
"vega-d-i-area-vulnerability-trait2","vega-d","91","Status","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","OnCast","0","false","","","","","false","","Enemy","Physical","0","0","0","1","0","false","","","passive-buff","1","Vega I Area Vulnerability Trait 2","","6","1","1","","same_source_refresh","","0","0","0","0","0","0","0.15","0","0","0","0","","RuntimeImplemented","Triggered effect for Vega-I trait 2: extends Vega-D area vulnerability duration to 6s.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","Area",""
"vega-d-i-area-vulnerability-trait1","vega-d","92","Status","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","OnCast","0","false","","","","","false","","Enemy","Physical","0","0","0","1","0","false","","","passive-buff","1","Vega I Area Vulnerability Trait 1","","4","1","1","","same_source_refresh","","0","0","0","0","0","0","0.07","0","0","0","0","","RuntimeImplemented","Triggered effect for Vega-I trait 1: Vega-D hit targets take an additional 7% incoming area damage for 4s.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","Area",""
"vega-d-i-area-vulnerability-trait1-trait2","vega-d","93","Status","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","OnCast","0","false","","","","","false","","Enemy","Physical","0","0","0","1","0","false","","","passive-buff","1","Vega I Area Vulnerability Trait 1 Trait 2","","6","1","1","","same_source_refresh","","0","0","0","0","0","0","0.07","0","0","0","0","","RuntimeImplemented","Triggered effect for Vega-I trait 1 + trait 2: Vega-D hit targets take an additional 7% incoming area damage for 6s.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","Area",""
"vega-d-i-area-vulnerability-trait3","vega-d","94","Status","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","OnCast","0","false","","","","","false","name-mark:10","Enemy","Physical","0","0","0","1","0","false","","","passive-buff","1","Vega I Name Mark Area Vulnerability Trait 3","","4","1","1","","same_source_refresh","","0","0","0","0","0","0","0.10","0","0","0","0","","RuntimeImplemented","Triggered effect for Vega-I trait 3: Vega-D hit targets with Name Mark 10+ take an additional 10% incoming area damage for 4s.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","Area",""
"vega-d-i-area-vulnerability-trait3-trait2","vega-d","95","Status","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","OnCast","0","false","","","","","false","name-mark:10","Enemy","Physical","0","0","0","1","0","false","","","passive-buff","1","Vega I Name Mark Area Vulnerability Trait 3 Trait 2","","6","1","1","","same_source_refresh","","0","0","0","0","0","0","0.10","0","0","0","0","","RuntimeImplemented","Triggered effect for Vega-I trait 3 + trait 2: Vega-D hit targets with Name Mark 10+ take an additional 10% incoming area damage for 6s.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","Area",""
"vega-e-j-survive-target-base","vega-e","90","Status","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","OnCast","0","false","","","","","false","","Enemy","Physical","0","0","0","1","0","false","","","passive-buff","1","Vega J Survive Target","","5","1","1","","same_source_refresh","","0","0","0","0","0","0","0.10","0","0","0","0","","RuntimeImplemented","Triggered effect for Vega-J passive: surviving Vega-E target takes 10% more damage from all allies for 5s.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","",""
"vega-e-j-survive-target-trait2","vega-e","91","Status","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","OnCast","0","false","","","","","false","","Enemy","Physical","0","0","0","1","0","false","","","passive-buff","1","Vega J Survive Target Trait 2","","5","1","1","","same_source_refresh","","0","0","0","0","0","0","0.15","0","0","0","0","","RuntimeImplemented","Triggered effect for Vega-J trait 2: surviving Vega-E target takes 15% more damage from all allies for 5s.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","0","",""
