"choice_id","monster_id","skill_id","target_skill_id","choice_group","sort_order","title","description_text","skill_icon_path","skill_effect_prefab_path","damage_multiplier","base_damage_bonus","cooldown_multiplier","magazine_bonus","additional_projectile_bonus","pierce_bonus","reload_time_multiplier","shot_interval_multiplier","burst_damage_projectile_index","burst_damage_multiplier","follow_up_projectile_count","follow_up_projectile_delay_seconds","follow_up_projectile_damage_multiplier","radius_multiplier","radius_bonus","duration_multiplier","duration_bonus","damage_delay_multiplier","branch_chance_bonus","branch_chance_set","branch_count","branch_damage_multiplier","branch_search_radius","branch_launch_period","branch_launch_chance_set","status_tag","hit_target_count_bonus","crit_chance_bonus","crit_damage_bonus","status_chance_bonus","status_stacks_bonus","status_stacks_set","status_element_damage_taken_bonus","status_critical_damage_taken_bonus","max_health_bonus","beam_width_bonus","runtime_support_state","runtime_support_notes","status_ailment_resistance_bonus","count_status_id","count_target_side","damage_multiplier_per_count","count_max","status_conditional_source_status_id","status_conditional_damage_taken_bonus","status_duration_bonus_status_id","status_duration_bonus","threshold_status_id","threshold_status_min_stacks","threshold_apply_status_id","status_max_stacks_bonus_status_id","status_max_stacks_bonus","conditional_damage_multiplier","conditional_target_status_id","conditional_target_status_min_stacks","on_hit_additional_damage_chance","on_hit_additional_damage_multiplier","on_hit_additional_damage_attribute","on_hit_additional_damage_target","on_hit_chain_hit_period","on_hit_chain_target_count","on_hit_chain_search_radius","on_hit_chain_damage_multiplier","on_hit_chain_damage_attribute","on_hit_additional_damage_visual","knockback_distance_multiplier","reload_reduce_target_skill_id","reload_reduce_seconds_per_hit","execute_health_ratio_bonus","execute_crit_chance_bonus","boss_damage_multiplier","kill_cooldown_refund_ratio_bonus","kill_resets_cooldown","kill_resets_cooldown_requires_execute","core_hitbox_name","core_damage_multiplier","core_on_hit_additional_damage_chance","core_on_hit_additional_damage_multiplier","core_on_hit_additional_damage_attribute","hit_count_cooldown_refund_target_skill_id","hit_count_cooldown_refund_min_targets","hit_count_cooldown_refund_ratio","consecutive_hit_bonus_rate","consecutive_hit_max"
"sein-d-master-2","sein","sein-d","sein-d","ActiveMaster","1","잔불 지대","초열 지대 종료 후 3초 동안 40% 피해의 잔불 지대 유지","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SharedExtension","Zone on-expire residual ember zone handled by shared multi-effect zone runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-e-trait-1","sein","sein-e","sein-e","ActiveEnhancement","0","특성 1","위력 +30%","","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared SingleAttack damage multiplier path applies this Sein-E enhancement.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-e-trait-2","sein","sein-e","sein-e","ActiveEnhancement","1","특성 2","쿨타임 -20%","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared cooldown multiplier path applies this Sein-E enhancement.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-e-trait-3","sein","sein-e","sein-e","ActiveEnhancement","2","특성 3","화염 저항 감소 +8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Sein-E trait-3 adds a second fire-resist-down OnHit status effect through shared SingleAttack multi-effect status routing.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-e-trait-4","sein","sein-e","sein-e","ActiveEnhancement","3","특성 4","타격 줄 수 +1, 위력 -15%","","","0.85","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","RuntimeImplemented","SingleAttack multi-deployment uses hit_target_count_bonus as an extra deployment-count bonus on Sein-E prefab-hitbox casts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-e-trait-5","sein","sein-e","sein-e","ActiveEnhancement","4","특성 5","초열 지대 안의 적에게 위력 +50%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared conditional target-status damage path now checks the superheated-zone presence status.","","","","","","","","","","","","","","","1.5","sein-d-superheated-presence","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-e-master-1","sein","sein-e","sein-e","ActiveMaster","0","붉은 종말","위력 +80%, 쿨타임 +25%","","","1.8","","1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared damage and cooldown multiplier paths apply this Sein-E master choice.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-e-master-2","sein","sein-e","sein-e","ActiveMaster","1","잿빛 하늘","종말의 사선 이후 전장에 3초 동안 초열 지대 3개 생성","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","SingleAttack OnDeploymentCast follow-up effects now spawn Sein-D companion zones at each Sein-E deployment center.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-f-trait-1","sein","sein-f","","PassiveEnhancement","0","특성 1","모든 아군의 화염 피해 +6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through Sein-F choice-gated passive Fire damage status effect.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-f-trait-2","sein","sein-f","sein-a","PassiveEnhancement","1","특성 2","열풍 화살 탄창 수 +3","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared passive enhancement adds +3 magazine to Sein-A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-f-trait-3","sein","sein-f","","PassiveEnhancement","2","특성 3","화염 스킬 보유 아군의 치명타 피해 +20%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through Sein-F choice-gated Fire-skill crit damage status effect.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-g-trait-1","sein","sein-g","","PassiveEnhancement","0","특성 1","자동 발동 확률 +3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through a dedicated Sein-G trigger variant with 7% proc chance.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-g-trait-2","sein","sein-g","","PassiveEnhancement","1","특성 2","자동 발동 작열 난사 위력 +20%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through a dedicated Sein-G trigger variant that routes Sein-B at 80% damage.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-g-trait-3","sein","sein-g","","PassiveEnhancement","2","특성 3","자동 발동 시 열풍 화살 재장전 시간 10% 감소","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through an OnSkillCast reload-reduce trigger gated by auto-triggered Sein-B origin from Sein-G.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-h-trait-1","sein","sein-h","sein-c","PassiveEnhancement","0","특성 1","화염 저항 감소 추가 -6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through Sein-C OnHit fire-resist-down status effect.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-h-trait-2","sein","sein-h","sein-c","PassiveEnhancement","1","특성 2","화염궤도 폭발 반경 +25%","","","","","","","","","","","","","","","","1.25","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared passive enhancement increases Sein-C radius by 25%.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-h-trait-3","sein","sein-h","sein-c","PassiveEnhancement","2","특성 3","화염궤도에 맞은 적에게 모든 아군 화염 피해 +10%, 5초","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through Sein-C OnHit fire-exposure status effect.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-i-base-shot-interval","sein","sein-i","sein-d","PassiveBase","0","기본 효과","초열 지대 피해 주기 속도 +20%","","","","","","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared passive base modifier reduces Sein-D tick interval by 20% while Sein-I is learned.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-i-trait-1","sein","sein-i","sein-d","PassiveEnhancement","0","특성 1","모든 아군 화염 피해 증가량 +7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through Sein-D OnHit fire-exposure status effect.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-i-trait-2","sein","sein-i","sein-d","PassiveEnhancement","1","특성 2","효과 지속시간 +2초","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared passive enhancement increases Sein-D effect duration by 2 seconds.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-i-trait-3","sein","sein-i","sein-d","PassiveEnhancement","2","특성 3","초열 지대 범위 +25%","","","","","","","","","","","","","","","","1.25","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared passive enhancement increases Sein-D radius by 25%.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-j-trait-1","sein","sein-j","sein-e","PassiveEnhancement","0","특성 1","모든 아군 화염 피해 증가량 +10%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through Sein-E OnHit fire-exposure status effect.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-j-trait-2","sein","sein-j","sein-e","PassiveEnhancement","1","특성 2","처치 시 쿨타임 충전 +10%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through additional Sein-E kill cooldown/reload refund trigger rows.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-j-trait-3","sein","sein-j","sein-e","PassiveEnhancement","2","특성 3","종말의 사선 화염 저항 감소 +8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through Sein-E OnHit fire-resist-down status effect.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-a-trait-1","vega","vega-a","vega-a","ActiveEnhancement","0","특성 1","위력 +20%","","","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-a-trait-2","vega","vega-a","vega-a","ActiveEnhancement","1","특성 2","탄창 수 +2","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-a-trait-3","vega","vega-a","vega-a","ActiveEnhancement","2","특성 3","재장전 속도 +25%","","","","","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DerivedFromReference","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-a-trait-4","vega","vega-a","vega-a","ActiveEnhancement","3","특성 4","마지막 탄환 피해 배율 +50%","","","","","","","","","","","0","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared projectile burst-index modifier applies +50% only to the last burst projectile.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-a-trait-5","vega","vega-a","vega-a","ActiveEnhancement","4","특성 5","삼검난무가 이름표식 10스택 이상인 적에게 주는 피해 +25%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared conditional target status damage multiplier applies +25% against 10+ Name Mark stacks.","","","","","","","","","","","","","","","1.25","name-mark","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-a-master-1","vega","vega-a","vega-a","ActiveMaster","0","검은 잔상","삼검난무 발사 후 같은 궤도에 잔상 검기 1개가 지연 발사된다. 잔상 검기는 45% 피해, 이름표식 1스택 부여","","","","","","","","","","","","","1","0","0.45","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared projectile follow-up schedules one shadow projectile on the next frame after the final burst projectile when the reference provides no numeric delay.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-a-master-2","vega","vega-a","vega-a","ActiveMaster","1","단죄 연쇄","삼검난무로 적을 처치하면 가장 가까운 적 1명에게 이름표식 3스택을 이전하고 작은 참격 피해를 준다","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared OnKill effect now deals the requested small slash using attack coefficient 0.5 and transfers 3 Name Mark stacks to the nearest enemy.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-b-trait-1","vega","vega-b","vega-b","ActiveEnhancement","0","특성 1","위력 +25%","","","1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-b-trait-2","vega","vega-b","vega-b","ActiveEnhancement","1","특성 2","침묵 지속시간 +1초","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared status duration bonus now extends Vega-B silence by +1 second.","","","","","","","","silence","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-b-trait-3","vega","vega-b","vega-b","ActiveEnhancement","2","특성 3","쿨타임 -20%","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-b-trait-4","vega","vega-b","vega-b","ActiveEnhancement","3","특성 4","참격 폭 +30%","","","","","","","","","","","","","","","","1.3","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-b-trait-5","vega","vega-b","vega-b","ActiveEnhancement","4","특성 5","침묵의 대태도에 맞은 적에게 이름표식 2스택 부여","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","침묵의 대태도에 맞은 적에게 이름표식 2스택 부여 -> special-case logic required","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-b-master-1","vega","vega-b","vega-b","ActiveMaster","0","두 번째 봉인","침묵의 대태도 사용 후 0.4초 뒤 같은 경로에 2차 참격 발생. 2차 참격은 45% 피해, 침묵 1초","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","침묵의 대태도 사용 후 0.4초 뒤 같은 경로에 2차 참격 발생. 2차 참격은 45% 피해 -> special-case logic required; 침묵 1초 -> special-case logic required","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-b-master-2","vega","vega-b","vega-b","ActiveMaster","1","단두대 참격","위력 +70%, 참격 폭 -25%, 이름표식 10스택 이상인 적에게 침묵 지속시간 +1초","","","1.7","","","","","","","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared threshold status path now reapplies Silence when Name Mark reaches 10 stacks or more.","","","","","","","","","","name-mark","10","silence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-c-trait-1","vega","vega-c","vega-c","ActiveEnhancement","0","특성 1","지속시간 +2초","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-c-trait-2","vega","vega-c","vega-c","ActiveEnhancement","1","특성 2","행동속도 증가량 +10%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","행동속도 증가량 +10% -> special-case logic required","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-c-trait-3","vega","vega-c","vega-c","ActiveEnhancement","2","특성 3","공격력 증가량 +10%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","공격력 증가량 +10% -> special-case logic required","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-c-trait-4","vega","vega-c","vega-c","ActiveEnhancement","3","특성 4","몰살 허가 중 삼검난무 재장전 속도 +30%","","","","","","","","","0.7692307692307692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","몰살 허가 중 삼검난무 재장전 속도 +30% -> reload_time_multiplier unsupported for runtime_kind=Buff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-c-trait-5","vega","vega-c","vega-c","ActiveEnhancement","4","특성 5","몰살 허가 중 이름표식이 있는 적에게 베가가 주는 피해 +15%","","","1.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","몰살 허가 중 이름표식이 있는 적에게 베가가 주는 피해 +15% -> damage_multiplier unsupported for runtime_kind=Buff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-c-master-1","vega","vega-c","vega-c","ActiveMaster","0","처형 영장","지속시간 +2초, 몰살 허가 중 삼검난무가 이름표식 1스택 추가 부여","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","PartialRuntimeSupport","몰살 허가 중 삼검난무가 이름표식 1스택 추가 부여 -> special-case logic required","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-c-master-2","vega","vega-c","vega-c","ActiveMaster","1","살육 절차","행동속도 증가량 +25%, 공격력 증가량 +25%, 지속시간 -2초","","","","","","","","","","","","","","","","","","","-2","","","","","","","","","","","","","","","","","","","","PartialRuntimeSupport","행동속도 증가량 +25% -> special-case logic required; 공격력 증가량 +25% -> special-case logic required","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-d-trait-1","vega","vega-d","vega-d","ActiveEnhancement","0","특성 1","위력 +25%","","","1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-d-trait-2","vega","vega-d","vega-d","ActiveEnhancement","1","특성 2","참격 반경 +25%","","","","","","","","","","","","","","","","1.25","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-d-trait-3","vega","vega-d","vega-d","ActiveEnhancement","2","특성 3","쿨타임 -20%","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-d-trait-4","vega","vega-d","vega-d","ActiveEnhancement","3","특성 4","이름표식 10스택 이상인 적 위치의 참격 위력 +30%","","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-d-trait-5","vega","vega-d","vega-d","ActiveEnhancement","4","특성 5","검은 명부 개방에 피해를 받은 적에게 이름표식 1스택 부여","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","검은 명부 개방에 피해를 받은 적에게 이름표식 1스택 부여 -> special-case logic required","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-d-master-1","vega","vega-d","vega-d","ActiveMaster","0","명부 난도질","각 표식 대상 위치에 범위 참격 2회 발생, 각 참격 위력 -35%","","","0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PartialRuntimeSupport","각 표식 대상 위치에 범위 참격 2회 발생 -> special-case logic required","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-d-master-2","vega","vega-d","vega-d","ActiveMaster","1","흑색 처형장","참격 반경 +50%, 위력 +30%, 쿨타임 +20%","","","1.3","","1.2","","","","","","","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-e-trait-1","vega","vega-e","vega-e","ActiveEnhancement","0","특성 1","기본 위력 +25%","","","1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","기본 위력 +25% -> damage_multiplier unsupported for runtime_kind=Execute","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-e-trait-2","vega","vega-e","vega-e","ActiveEnhancement","1","특성 2","표식 1스택당 추가 피해 +25%","","","1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","표식 1스택당 추가 피해 +25% -> damage_multiplier unsupported for runtime_kind=Execute","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-e-trait-3","vega","vega-e","vega-e","ActiveEnhancement","2","특성 3","쿨타임 -20%","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","쿨타임 -20% -> cooldown_multiplier unsupported for runtime_kind=Execute","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-e-trait-4","vega","vega-e","vega-e","ActiveEnhancement","3","특성 4","이름표식 20스택 이상인 대상에게 치명타 확률 +35%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","이름표식 20스택 이상인 대상에게 치명타 확률 +35% -> special-case logic required","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-e-trait-5","vega","vega-e","vega-e","ActiveEnhancement","4","특성 5","최종선고로 적을 처치하면 소모한 이름표식의 25%를 주변 적에게 분배","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","최종선고로 적을 처치하면 소모한 이름표식의 25%를 주변 적에게 분배 -> special-case logic required","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-e-master-1","vega","vega-e","vega-e","ActiveMaster","0","이름 없는 죽음","표식 소모량 100%, 표식 1스택당 추가 피해 +80%","","","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","표식 소모량 100% -> special-case logic required; 표식 1스택당 추가 피해 +80% -> damage_multiplier unsupported for runtime_kind=Execute","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-e-master-2","vega","vega-e","vega-e","ActiveMaster","1","연속 선고","기본 위력 -20%, 처치 시 최종선고 쿨타임 70% 반환","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","기본 위력 -20% -> damage_multiplier unsupported for runtime_kind=Execute; 처치 시 최종선고 쿨타임 70% 반환 -> no supported numeric/runtime mapping found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-f-trait-1","vega","vega-f","","PassiveEnhancement","0","특성 1","모든 아군이 이름표식 대상에게 주는 피해 +5%","","","1.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-f-trait-2","vega","vega-f","","PassiveEnhancement","1","특성 2","이름표식 10스택 이상 대상의 물리 저항 추가 -4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","이름표식 10스택 이상 대상의 물리 저항 추가 -4 -> special-case logic required","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-f-trait-3","vega","vega-f","","PassiveEnhancement","2","특성 3","삼검난무 마지막 탄환 이름표식 부여량 +1스택","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","삼검난무 마지막 탄환 이름표식 부여량 +1스택 -> special-case logic required","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-g-trait-1","vega","vega-g","","PassiveEnhancement","0","특성 1","모든 아군이 침묵 대상에게 주는 피해 +6%","","","1.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-g-trait-2","vega","vega-g","","PassiveEnhancement","1","특성 2","침묵 지속시간 +1초","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","침묵 지속시간 +1초 -> status duration override unsupported","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-g-trait-3","vega","vega-g","","PassiveEnhancement","2","특성 3","침묵 대상이 이름표식을 보유하면 모든 아군 치명타 확률 +10%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","침묵 대상이 이름표식을 보유하면 모든 아군 치명타 확률 +10% -> ally/global effect unsupported","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vega-h-trait-1","vega","vega-h","","PassiveEnhancement","0","특성 1","몰살 허가 중 모든 아군의 행동속도 +6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DataOnlyUnsupported","몰살 허가 중 모든 아군의 행동속도 +6% -> ally/global effect unsupported","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
